Energy Burden (% income),Avg. Annual Energy Cost ($),Total Households,Household Income,Black/ African American (% pop.),American Indian/ Native Alaskan (% pop.),Asian (% pop.),Native Hawaiian/ Other Pacific Islander (% pop.),White Hispanic or Latino (% pop.),White Non-Hispanic or Latino (% pop.),Two or More Races (% pop.),Other Races (% pop.),Less Than High School (% pop.),High School (% pop.),Associates or Some College (% pop.),Bachelors or Higher (% pop.)
4,1826,1832,44233,49,2,1,0,6,30,12,1,18,41,31,10
3,2495,953,88582,8,1,1,2,9,62,4,13,34,24,27,15
3,2504,1458,71716,13,0,0,0,3,83,2,0,19,36,38,8
3,2532,1304,100422,2,0,0,0,15,71,7,4,17,28,37,18
3,2463,1038,71225,0,0,0,0,40,52,5,3,21,57,19,3
3,2545,1864,77310,5,1,0,0,23,46,21,4,17,39,28,17
3,2455,932,91273,0,0,1,0,14,77,6,1,8,30,28,34
2,2571,2190,105473,3,1,0,0,9,82,2,1,10,31,40,20
5,2149,375,47637,14,0,0,0,43,30,6,6,37,30,25,9
3,2281,1822,74373,6,0,0,0,28,61,1,3,15,32,33,20
3,2497,892,86578,4,1,0,0,20,71,4,1,19,41,32,9
3,2620,1710,99996,6,1,0,0,10,74,9,1,10,29,42,19
4,2242,1782,62340,5,0,1,0,6,83,4,1,7,35,44,15
3,2346,988,84001,4,0,1,0,4,90,1,0,22,31,28,19
2,1632,1828,77186,10,1,1,0,9,74,1,4,16,31,38,15
3,1628,1727,64696,6,1,0,0,28,58,3,5,17,30,40,12
2,1437,1213,64568,1,1,0,0,4,80,6,7,13,39,37,12
2,1335,1645,64104,1,0,0,0,5,93,1,0,11,14,51,24
2,1714,2217,87337,2,2,0,0,14,72,10,1,13,21,36,29
2,2070,2372,90038,0,1,0,0,7,86,5,1,14,32,36,18
2,2165,1598,107587,0,3,0,0,11,83,2,1,7,21,53,19
3,2041,1153,65129,0,1,0,0,15,82,1,1,22,29,40,9
2,2234,1183,92368,3,0,0,0,7,75,15,0,9,27,51,13
2,1819,1597,109034,2,0,1,0,10,81,4,2,11,19,46,24
3,2160,1350,82484,0,0,0,0,11,86,2,0,15,34,38,13
3,2224,1082,82896,1,0,0,0,9,82,6,2,18,40,25,17
2,2433,949,154928,0,0,0,0,8,91,0,1,0,19,52,28
2,2248,1273,100901,0,0,3,0,4,84,9,1,24,28,31,17
2,2217,1540,120815,2,4,1,0,26,64,2,0,7,27,15,51
2,2122,1801,112812,1,0,0,0,4,92,2,1,9,28,37,25
2,1933,1612,94895,0,0,0,0,5,95,0,0,10,34,40,16
2,1905,988,84971,0,0,0,0,6,85,8,2,9,36,35,21
2,1984,2502,107434,1,0,0,0,4,88,7,1,9,27,35,29
2,1891,2719,95030,2,0,0,0,12,79,6,1,19,21,25,35
2,2117,1256,116031,0,0,0,0,12,83,0,5,8,23,22,46
2,2276,1147,142721,0,0,1,0,2,89,6,2,4,18,27,51
1,2543,1797,175020,1,3,1,0,2,92,0,0,1,6,41,52
2,2466,1874,157948,2,2,0,0,5,87,3,1,0,11,27,62
1,1977,1208,153240,2,0,0,0,7,83,3,4,1,6,26,67
2,2091,2167,113907,0,1,2,0,7,86,3,2,5,15,37,42
2,2220,792,133352,0,0,0,0,15,80,4,0,8,13,46,33
1,2303,1143,166789,0,0,1,0,8,86,4,0,1,6,37,55
2,2283,2115,120208,0,0,2,0,7,89,2,0,2,17,42,38
2,2676,2662,153401,0,0,5,0,5,84,4,1,3,9,34,55
2,2690,1430,144540,2,0,1,0,9,82,4,2,1,6,30,63
2,2757,945,114253,16,0,0,0,8,59,4,12,7,14,48,31
2,2559,504,151517,5,2,3,0,6,84,1,0,3,9,26,63
2,2485,1450,139032,1,0,5,0,9,76,8,0,5,7,34,54
1,2524,416,195514,3,0,1,0,9,74,13,0,3,7,6,84
2,2594,2063,114701,11,1,4,0,11,65,6,2,6,11,41,42
2,2403,1422,114733,1,0,2,1,5,88,2,2,2,19,36,44
2,1524,1351,84457,3,21,4,0,11,60,1,0,8,7,51,34
2,1714,1232,93804,18,0,14,0,3,63,0,3,8,24,16,51
3,2532,1143,98484,4,0,2,0,13,68,4,10,7,19,48,26
2,2543,1098,130376,18,2,0,0,4,71,5,1,3,18,40,39
3,2353,695,79062,4,0,2,0,22,39,32,1,28,13,31,28
2,2344,1123,121985,3,0,4,0,15,67,3,8,1,5,33,61
1,2475,773,184661,0,0,1,0,3,60,37,0,1,13,16,70
2,2112,706,122706,15,0,2,0,14,49,7,13,4,23,30,43
2,2328,977,97612,5,0,2,0,25,40,11,16,15,19,35,32
3,2494,1521,97185,9,1,1,0,11,67,7,5,7,22,48,23
2,2273,914,142592,10,0,0,0,11,78,0,1,3,12,16,69
1,2377,235,164935,0,0,0,0,5,79,11,6,0,20,43,37
2,2421,1845,99693,8,0,4,0,26,45,10,7,14,22,26,38
1,2914,1657,195979,0,0,2,0,4,89,5,0,0,5,27,67
2,2810,989,166292,3,0,2,0,2,89,3,1,3,7,38,52
2,2932,522,158667,0,0,1,0,9,76,11,2,6,11,25,58
2,2312,2107,139042,0,1,1,0,9,83,3,3,3,16,29,51
2,2895,947,165529,0,0,11,0,3,82,2,2,2,12,29,56
2,2499,1473,118655,19,0,2,0,20,56,2,0,13,9,32,46
2,2865,1540,147712,23,0,1,0,5,66,3,2,5,10,27,58
2,2681,717,130069,1,0,0,0,10,87,2,0,2,39,42,16
4,2243,1573,62335,0,1,8,0,36,21,2,33,44,24,23,10
3,2033,1717,75099,2,1,0,0,22,42,1,31,21,15,29,35
5,2288,1325,43613,3,0,2,0,48,5,1,40,44,35,19,2
4,2190,1363,55821,2,0,0,0,36,3,5,54,70,18,10,3
3,1973,1747,56559,21,1,0,0,38,4,15,22,33,37,21,10
4,2169,524,54011,2,0,0,0,41,21,5,31,48,41,10,1
4,2177,1129,50657,0,0,0,0,53,2,6,39,54,31,12,2
3,1935,837,75859,4,0,0,0,32,7,22,33,57,18,19,5
4,2165,1225,58164,1,0,0,0,57,18,1,24,48,30,14,7
3,1645,1815,51604,18,2,0,0,32,20,3,25,35,33,26,6
4,2031,1538,57422,6,0,4,0,42,10,4,34,38,35,24,2
2,1918,1138,90596,4,0,0,0,15,74,1,5,7,15,32,46
3,1732,1045,55751,8,2,2,0,28,45,3,12,12,34,40,14
3,1757,1912,59831,2,0,0,0,33,28,8,28,43,21,22,15
4,2125,1671,53762,1,1,0,0,64,5,6,23,41,37,21,2
5,1957,650,42598,2,2,0,0,54,7,1,34,42,35,19,3
2,2247,683,96021,8,0,6,0,44,26,2,15,22,38,6,33
4,2112,1579,59887,8,1,0,0,41,12,2,34,41,24,17,18
3,2101,1861,73572,31,1,1,0,22,36,6,3,15,27,33,25
4,2018,960,47227,28,0,0,0,27,19,4,21,22,39,30,9
3,2075,2121,67740,24,2,1,0,23,30,7,14,17,27,33,23
4,2279,1244,56109,18,2,0,0,37,8,18,17,41,32,20,7
4,1932,1656,44256,24,0,4,0,30,17,3,21,36,29,25,9
3,2223,1560,69682,8,0,13,0,28,24,6,21,30,15,28,26
6,1869,470,33072,40,0,0,0,21,14,14,12,36,39,20,5
1,929,2542,118034,7,0,10,0,8,70,2,3,1,3,10,86
1,1917,1246,147763,2,0,3,0,9,84,1,1,2,0,12,87
2,1597,1481,81624,16,0,0,0,15,62,1,6,10,26,27,38
2,2185,1532,144264,2,1,0,0,11,81,1,4,5,10,22,63
1,2098,1485,139952,2,0,1,0,4,89,4,1,6,8,16,69
3,1592,1417,60265,19,0,0,0,24,36,1,20,20,28,40,13
4,2126,1878,55390,6,0,0,0,20,44,11,18,20,36,34,10
2,1675,2088,88657,17,0,2,0,6,61,6,7,10,10,27,52
1,2045,1763,139701,9,0,3,0,9,73,5,0,2,12,21,66
5,2070,1326,43106,53,0,5,0,21,10,3,9,28,41,20,11
3,1559,1707,48866,15,2,1,0,30,40,1,10,15,24,31,30
2,2103,1437,95052,4,2,0,0,28,46,1,19,18,10,25,46
2,2083,1652,108686,1,0,5,0,10,69,12,3,6,3,28,62
4,2113,1358,50254,14,2,1,0,31,12,3,38,38,41,18,3
6,1825,825,28264,52,3,0,0,17,2,3,23,41,26,30,4
4,2194,885,50571,53,0,0,0,30,4,2,11,28,33,32,8
5,2237,1345,46540,22,0,0,0,31,9,2,36,52,27,13,7
5,2423,992,50135,45,0,0,0,22,2,2,29,31,35,29,5
5,1946,1123,37671,47,0,3,0,16,18,1,16,33,51,13,3
2,2127,1443,111657,3,0,11,0,14,62,4,7,13,17,14,56
2,2235,1293,117436,3,0,5,0,14,68,5,6,4,8,26,62
2,2065,104,137092,9,0,6,0,10,70,5,0,9,29,16,46
1,2367,982,165988,0,0,1,0,2,96,0,0,2,2,22,74
3,1547,1284,56556,4,4,5,0,7,73,6,1,5,18,33,44
2,2041,1486,128930,1,0,1,0,9,82,4,4,4,11,7,78
2,2071,2068,87536,3,1,0,0,43,38,11,4,20,14,33,33
4,1983,1033,55977,10,0,0,0,51,14,10,16,40,19,29,11
5,2160,810,47238,2,0,4,0,49,0,9,36,60,19,19,2
4,2027,1052,50763,5,0,1,0,66,11,4,13,40,25,19,15
5,2092,1641,40805,41,0,0,0,30,5,5,18,40,33,19,7
5,2290,1384,44802,36,0,1,0,24,1,15,23,39,38,22,0
4,2332,1223,59326,24,0,1,0,34,6,4,31,36,30,33,1
5,2266,1142,48068,14,0,2,0,46,5,16,19,56,20,14,9
4,2111,1011,49420,55,0,0,0,19,2,5,19,33,41,19,7
4,2178,1631,53271,44,0,3,2,23,6,4,19,20,31,35,15
4,2152,1387,48693,0,0,3,0,58,6,8,25,49,23,24,4
5,1955,969,40303,4,0,1,0,56,4,3,32,49,25,18,8
4,2037,1362,45327,10,0,5,0,47,19,3,15,29,36,22,14
3,1901,2003,57218,3,1,13,0,32,13,12,26,36,13,15,37
3,2191,809,63656,2,1,3,0,48,9,2,35,34,34,18,15
4,2073,957,52535,3,0,7,0,56,15,4,14,43,30,19,8
2,1489,2766,73275,12,0,18,0,6,57,4,2,3,16,37,43
2,1798,3341,90632,11,1,9,0,18,46,6,9,11,20,39,31
4,2350,1738,59800,2,1,0,0,48,10,3,35,42,38,14,6
4,1477,2176,40058,29,0,0,0,32,26,6,7,21,19,47,13
2,1790,1214,72207,8,0,2,0,43,37,9,1,8,37,34,21
3,1290,1720,38792,35,0,2,0,22,31,3,7,13,48,32,6
3,1164,1189,42758,26,1,0,0,19,45,4,4,8,27,33,32
4,1194,1452,30027,65,0,5,0,4,20,2,4,18,41,36,5
1,1850,2721,137219,2,0,14,0,10,69,4,1,2,5,11,82
1,2360,1566,171017,0,0,0,0,4,89,5,1,1,4,14,81
1,1407,2031,95493,12,0,3,0,4,69,5,6,3,13,26,58
2,1048,1701,69409,7,1,2,0,18,65,5,2,3,11,26,59
1,1866,1113,128532,1,0,3,0,8,82,7,0,1,2,40,57
2,2035,2385,83222,13,0,1,0,12,45,27,2,9,21,43,27
2,1945,2192,79131,10,0,6,0,18,61,1,3,7,29,29,35
2,1669,2113,81524,16,0,6,0,21,43,12,2,12,19,30,39
2,1889,2323,77795,40,0,0,0,21,31,6,2,8,20,48,23
2,2219,1689,102701,20,0,3,0,17,43,14,3,7,13,28,52
2,1140,1694,48717,26,0,2,0,17,43,9,2,2,27,37,34
2,1140,1700,47053,27,1,4,0,19,33,12,3,4,30,30,36
2,1958,2417,102072,29,0,7,0,23,33,7,1,7,26,36,32
2,1995,982,93635,22,0,1,0,7,48,21,1,4,22,33,41
3,1507,1655,55512,28,0,18,0,11,32,10,0,6,17,51,27
2,1765,1627,84595,5,5,6,0,8,69,7,1,2,30,13,55
1,1565,2245,107652,6,0,6,0,11,75,2,0,3,12,25,60
1,2507,859,194577,1,1,12,0,1,82,3,0,0,0,10,90
3,2193,1762,82558,3,2,0,0,40,40,5,10,11,26,31,32
2,2171,1423,100962,12,0,1,0,28,48,10,2,20,24,26,30
2,1804,1373,73298,31,0,3,0,35,29,2,0,7,39,36,18
3,1622,1855,61796,29,0,2,0,40,25,3,1,11,44,25,19
3,1932,1130,67673,29,0,8,1,39,11,0,13,21,36,27,16
4,1981,1373,55052,1,5,0,0,46,18,10,20,32,41,17,9
4,2252,1115,57273,9,0,0,0,48,10,0,32,44,35,17,4
4,1491,1209,39831,26,1,29,0,18,15,5,6,51,26,15,8
4,2045,1192,54647,47,0,0,0,30,10,3,10,19,40,30,11
3,2124,2177,63606,37,0,0,0,32,15,6,9,20,27,36,17
3,2300,1407,85269,24,0,0,0,35,11,25,6,24,31,30,14
2,1764,1745,76400,41,0,1,0,40,14,4,0,15,35,31,19
4,2300,522,53596,57,0,0,0,16,9,4,14,32,37,27,4
5,1742,1491,37250,35,0,0,0,29,16,6,13,24,31,33,12
5,2369,1136,46273,49,0,0,0,14,0,9,29,25,48,24,3
4,1809,1696,44687,82,0,0,0,3,11,1,3,29,24,39,7
5,2134,1218,46150,69,0,0,0,13,2,2,14,26,35,34,5
4,2102,1164,58469,22,1,1,0,23,30,5,18,28,30,28,14
3,2130,1132,73752,40,1,5,0,7,34,9,5,6,28,39,28
3,1781,1975,56141,59,0,1,0,9,17,5,9,7,22,42,29
2,1661,1101,67084,17,0,4,0,12,59,6,3,5,16,40,38
2,1934,2179,110515,31,0,8,0,10,45,4,2,5,7,46,42
2,1728,2058,78185,43,0,10,0,10,29,5,3,12,21,33,34
3,2155,1052,82141,51,0,1,0,10,20,11,6,10,36,29,25
2,1708,2287,77945,50,0,4,0,7,30,9,0,5,27,38,31
3,1594,1896,59456,52,0,3,0,10,25,6,4,16,18,48,19
2,1100,3239,71453,34,0,17,0,18,22,6,2,5,13,31,52
4,1694,762,38833,62,0,14,0,6,6,10,3,41,31,14,14
3,1172,1665,39798,54,0,2,0,13,10,16,5,21,27,35,17
2,1959,1756,92906,42,0,8,0,12,27,4,6,14,14,38,34
3,1878,1531,62816,36,0,7,0,31,15,3,8,10,33,31,26
2,1133,1844,48648,37,1,4,1,13,34,6,4,4,22,45,29
2,2055,1556,103830,26,0,18,0,15,35,5,2,8,17,47,28
2,2182,626,128347,5,0,29,0,10,52,1,2,3,7,39,51
2,2295,2301,119002,17,0,11,0,8,57,4,3,5,12,39,44
2,1054,1125,43626,16,2,1,0,33,38,5,5,9,38,40,13
3,1940,945,68475,9,0,1,0,30,50,1,9,8,22,57,13
3,1967,1244,56703,5,0,9,0,31,31,3,21,27,39,24,11
3,1804,1648,55079,13,0,10,0,13,43,3,18,9,40,32,19
2,1397,1281,63875,21,0,16,0,13,36,3,11,15,41,32,12
3,2381,1174,68438,5,0,5,0,25,31,0,34,34,36,20,10
3,2156,2394,65725,3,0,5,0,35,32,12,12,18,38,29,15
2,1811,1916,78715,9,0,11,0,15,50,2,12,10,36,28,26
3,2132,800,66740,16,0,7,0,14,32,4,27,35,24,29,12
4,1888,1084,52109,3,0,10,0,33,36,1,18,25,43,22,9
4,1904,1662,48046,2,0,4,0,37,30,3,24,37,29,24,9
2,2175,1704,95758,1,1,0,0,17,66,6,9,15,29,36,20
3,2111,1511,60353,3,0,0,0,39,29,17,10,15,59,25,1
3,2130,2630,74861,0,1,0,0,37,39,6,17,20,29,36,14
2,1728,1154,83964,5,0,1,0,23,59,9,3,6,28,40,25
3,1853,2022,71873,6,1,1,0,20,51,14,7,9,30,41,20
3,1750,1711,62291,6,1,3,0,13,63,4,10,16,37,28,19
2,2086,1285,88958,7,0,3,0,15,69,5,0,6,41,37,17
3,2103,1272,62955,7,0,2,0,23,46,7,15,26,25,34,16
2,2048,2300,93069,8,0,3,0,13,64,7,4,4,30,27,39
2,2073,1889,107462,9,0,2,0,14,69,3,2,3,24,37,37
2,2172,2479,99914,2,3,3,0,15,58,8,11,6,19,45,30
1,2330,1326,176713,7,0,3,0,10,76,2,2,2,5,12,81
2,2293,856,134622,4,0,1,0,8,84,2,0,2,10,30,59
2,2258,2034,121308,2,0,0,0,8,60,28,1,3,16,24,57
1,1877,630,125513,6,0,3,0,7,80,4,0,0,3,27,69
2,2177,1631,115088,2,0,0,0,7,74,15,2,0,24,38,39
3,2164,1786,78201,2,1,0,0,11,62,22,2,12,21,42,25
2,2086,1339,97932,5,0,6,0,13,73,3,0,7,9,40,43
2,2215,974,100707,15,0,4,0,24,40,11,6,12,26,38,25
2,2153,1406,104059,2,0,0,0,15,79,3,1,6,32,28,35
3,2067,803,73571,10,0,0,0,27,56,6,1,5,41,37,17
2,2400,775,148969,18,0,0,0,13,53,15,1,2,22,33,43
3,2135,1439,70742,28,1,13,0,33,20,2,3,22,23,39,16
3,1726,2130,57688,38,0,3,0,21,23,14,0,7,33,32,28
2,2068,1377,97931,26,0,2,0,11,54,5,2,8,24,50,18
2,2381,1719,108810,32,0,4,0,16,41,6,1,2,28,46,24
2,2054,2025,86421,53,0,4,2,17,13,9,2,9,29,40,23
3,2303,1583,77722,56,0,11,0,8,20,5,0,4,16,37,42
2,2233,1228,91163,14,0,1,0,32,21,27,6,14,47,26,13
3,2538,1669,82870,48,0,1,1,26,12,7,5,4,31,28,37
3,2306,1425,89363,53,0,3,0,22,16,3,3,7,32,44,18
3,2205,2032,83713,19,0,1,0,10,50,12,8,13,27,41,20
2,2317,2029,101107,4,0,5,0,9,55,25,1,10,16,34,41
2,2111,1480,96839,7,1,4,0,4,78,6,1,3,28,37,33
1,1822,583,135990,45,0,7,0,9,33,5,1,0,4,34,62
2,2698,1969,151097,29,1,10,0,15,42,0,2,6,12,25,57
2,2462,1482,139787,37,0,10,0,14,35,3,1,5,13,23,59
4,2067,1840,56030,55,0,0,0,20,6,3,16,22,28,40,10
4,2240,1055,57670,43,0,0,0,46,5,2,4,26,38,25,11
4,2230,900,55200,39,1,0,0,25,9,18,8,34,26,26,15
3,1889,2126,62870,27,0,0,0,33,21,6,14,30,39,21,10
2,2131,2385,96726,12,1,0,0,20,47,11,9,4,24,44,28
2,2135,1644,102385,5,0,2,0,16,77,0,1,8,24,36,32
2,2348,2634,108731,8,0,3,0,5,74,7,2,1,19,41,40
2,2080,1868,88824,12,0,2,0,21,48,12,4,16,19,29,37
3,1682,1144,66323,29,0,0,0,8,40,15,7,5,11,63,21
2,2004,813,89527,20,0,1,0,13,54,12,0,4,31,35,31
3,2119,1359,79440,10,0,0,0,26,44,3,16,17,31,39,13
2,2638,2336,137173,18,1,6,0,8,54,9,4,1,14,39,45
2,2663,1193,164037,5,0,1,0,2,84,7,1,0,3,32,65
2,2631,2145,141053,37,1,5,0,11,40,2,3,2,7,41,51
3,2417,1139,87582,41,0,10,0,10,32,2,5,4,28,26,41
2,2340,1795,106404,45,0,9,0,16,26,2,2,11,15,32,41
2,2430,1486,130204,1,0,0,0,8,78,3,10,13,28,27,32
3,2413,1992,96000,11,0,1,0,7,79,2,1,14,30,30,26
1,2217,2618,155444,36,0,8,0,12,42,1,0,3,10,43,43
2,2440,1331,135411,30,0,6,0,19,33,9,3,7,2,29,62
2,2425,2220,106233,12,0,2,9,8,67,1,2,6,21,26,46
3,2047,873,70686,16,0,2,0,26,49,4,2,22,23,44,11
2,2602,1347,142239,21,2,3,0,13,55,5,1,4,5,39,52
2,2566,1110,127091,9,0,6,0,5,69,6,5,9,12,25,53
2,1992,1498,104364,22,0,3,0,9,62,1,3,3,20,41,36
2,2569,1817,145106,15,0,13,0,5,57,3,7,1,9,23,67
2,1217,1780,61512,30,2,5,0,7,44,3,9,3,18,49,31
2,2225,1911,120775,19,0,4,0,7,67,2,0,13,18,31,38
2,2032,1796,81490,8,0,1,0,7,71,6,7,4,24,24,48
2,1789,2706,78833,21,0,3,0,8,61,3,3,7,27,26,40
3,2293,1333,88554,25,0,16,0,18,23,12,6,12,19,39,29
3,2172,1833,77230,27,0,7,0,22,27,8,8,14,25,39,23
3,2043,2125,76619,31,0,4,0,18,27,9,10,8,17,36,38
2,2044,1946,83466,6,1,8,0,35,27,6,18,32,28,24,17
3,1894,1976,67331,21,0,8,0,18,25,11,17,28,18,28,25
3,1858,1741,70650,16,0,3,0,14,52,6,9,9,23,38,29
2,2190,1366,118697,3,0,4,0,18,70,3,2,3,23,36,38
2,2371,2206,124672,9,0,4,0,2,76,5,3,2,10,27,61
2,2297,1571,97594,9,0,7,0,3,73,5,2,6,18,29,47
2,2389,2598,103134,9,0,5,0,10,67,7,2,6,12,38,43
2,2413,1879,126322,8,1,4,0,15,62,10,0,5,21,31,43
2,2322,2255,101322,18,0,3,0,13,58,6,2,1,27,34,38
3,1518,1484,60008,38,1,4,0,19,18,18,4,8,19,45,28
2,1811,1909,83907,41,0,6,0,23,18,3,9,10,20,39,31
2,2053,2033,83475,17,0,14,0,19,26,5,18,15,12,42,30
3,2198,1257,75219,42,0,3,0,22,21,4,8,8,14,42,37
2,2303,1782,108549,28,0,11,0,12,32,4,13,10,21,32,37
3,2047,2321,74293,38,0,12,0,15,21,4,10,7,22,46,26
2,2127,2507,86700,26,0,7,0,14,39,5,9,15,27,32,26
2,2274,843,145150,3,0,8,0,5,83,1,1,3,15,25,56
2,2322,2268,110795,6,0,5,0,8,75,3,3,1,20,34,45
2,2669,2255,141135,19,0,10,0,7,59,3,2,2,6,44,48
2,2119,1254,95643,10,0,6,0,16,59,8,1,6,18,41,35
2,1564,1743,64667,24,0,6,0,17,38,9,4,5,14,48,33
2,2561,1287,109969,24,0,16,0,15,25,11,10,11,19,38,32
2,2369,1461,114022,44,0,13,0,10,18,8,7,8,10,35,47
3,1736,1741,59157,28,0,1,1,35,21,7,7,20,26,34,20
3,2001,788,58657,16,0,22,0,13,23,1,24,23,23,25,29
3,1830,1784,70773,22,0,11,0,24,23,8,12,13,37,27,22
2,1356,791,64917,32,0,8,8,11,29,9,4,0,18,17,65
3,2419,1782,85475,30,3,13,1,15,29,1,7,26,25,17,32
3,2322,1338,81296,32,0,23,0,10,22,1,12,14,36,26,23
2,2454,1447,125148,53,0,9,0,12,21,1,4,5,29,15,51
2,2355,1256,135510,42,0,21,0,3,25,6,4,7,24,33,36
2,2159,1366,102902,25,0,29,0,3,29,11,2,6,10,28,55
2,2404,1748,146533,40,0,6,0,11,37,4,2,0,17,27,56
1,2711,1875,184143,33,0,18,0,7,37,3,2,4,9,19,68
2,2507,1998,109878,43,0,1,0,9,34,8,5,15,12,45,28
2,2369,2106,104494,39,1,14,0,11,23,8,4,3,9,45,44
3,1771,1466,52263,30,0,24,0,10,15,5,16,18,24,42,17
3,1629,1462,59562,61,0,2,0,10,10,2,14,20,21,36,23
2,1675,1266,69864,23,0,23,0,11,22,10,11,11,21,42,27
2,1763,878,93891,41,0,20,0,29,8,2,1,10,20,36,34
2,1415,526,94278,29,0,0,0,14,47,6,4,0,8,37,55
2,2134,1062,121905,6,0,5,0,12,65,12,1,1,16,33,50
3,1734,796,51754,41,0,0,0,51,5,2,1,34,11,51,4
2,1334,533,53596,48,0,5,0,30,4,0,13,11,19,24,46
4,1651,1172,41945,23,0,5,0,42,20,1,8,33,20,38,10
2,1532,2354,87253,23,0,6,0,14,48,6,3,4,13,29,54
2,1240,2200,58621,42,0,3,0,12,38,2,3,12,14,42,32
2,2040,981,101553,2,0,3,0,8,80,4,4,4,15,19,62
2,2357,1698,140487,5,0,6,0,9,72,7,1,1,7,28,64
2,1498,1756,67626,35,0,8,0,18,28,2,9,8,15,42,36
2,1267,2481,63661,41,2,2,0,19,27,6,4,5,15,42,38
1,1483,1105,100203,33,0,6,2,7,49,3,1,0,11,29,60
2,1496,1793,60516,25,1,4,0,25,27,18,2,7,41,29,23
2,1205,1921,54266,40,0,6,0,20,22,9,3,8,19,48,25
3,1205,1140,45084,44,3,3,0,12,28,3,7,6,20,50,24
3,1246,1204,39896,78,0,3,0,9,2,1,7,8,22,54,16
2,1508,1847,81034,44,0,9,0,4,37,1,5,0,13,32,55
1,2079,986,206089,15,0,23,0,3,56,2,1,0,9,3,88
2,1207,470,61858,41,0,2,0,11,42,1,2,7,12,44,37
2,1179,1618,76089,57,0,5,0,15,20,2,0,0,18,35,48
3,1914,2188,60791,3,0,2,0,19,58,7,11,23,24,23,30
2,2218,1541,114306,3,0,1,0,8,85,2,1,3,12,41,43
2,2405,3091,133006,4,0,6,0,9,77,3,0,3,16,32,49
2,2278,1741,111007,3,0,3,0,8,81,2,4,3,18,39,40
3,2009,1277,69646,3,3,1,0,3,64,13,14,9,25,41,25
2,2000,2063,92427,8,0,4,0,11,63,9,6,8,25,38,29
2,2139,1797,95385,1,0,1,0,13,77,7,0,3,16,55,26
2,1878,2273,79466,14,1,5,0,16,56,4,4,7,24,35,34
2,1950,1795,87947,10,0,5,0,13,67,3,1,9,29,41,22
2,2133,1264,139960,4,0,1,0,10,81,3,1,3,9,39,48
2,1843,2546,106796,3,0,1,0,11,73,10,3,4,18,28,51
2,1256,1592,56028,22,2,12,0,2,38,19,5,6,31,47,16
3,1847,1297,65937,6,3,2,0,8,62,5,14,12,21,41,26
2,2126,1278,94988,5,3,1,0,14,66,9,3,7,29,37,27
3,1888,1628,72225,1,0,4,7,16,58,3,10,19,31,38,12
2,2154,891,87860,4,0,2,0,24,68,2,0,9,19,33,39
3,1836,2052,66878,12,1,0,0,8,60,5,12,3,29,39,30
3,1925,1697,71718,9,1,5,0,31,33,4,17,27,26,29,18
3,1995,2085,66737,13,3,2,2,11,54,11,3,9,25,34,32
2,2286,920,102522,11,0,1,0,8,78,2,0,10,17,32,41
2,1418,1917,58654,10,0,5,0,19,32,8,26,13,24,25,38
3,1907,1696,72055,14,0,8,4,14,36,17,7,15,35,25,25
2,1743,2665,93203,13,1,33,0,10,36,3,4,9,20,23,49
2,1923,1390,82886,26,0,20,3,6,43,1,1,14,20,36,30
2,1626,2516,70171,15,1,9,0,12,52,5,6,1,15,54,30
2,1758,2076,77859,8,0,8,7,24,43,8,2,10,20,44,26
2,1708,1575,71795,15,1,16,4,19,32,7,5,14,29,29,28
2,2013,1533,100778,11,2,5,0,11,67,2,3,7,15,38,40
2,1593,1706,94699,29,0,10,0,13,46,2,1,4,12,50,35
2,2177,2751,116571,7,0,15,1,8,61,5,3,4,8,29,59
2,1624,2363,87774,17,0,7,0,7,43,22,4,6,10,44,40
2,1255,1660,67658,22,0,5,0,16,41,5,10,3,17,37,43
2,1160,948,72326,26,0,1,0,9,56,7,1,4,14,43,38
2,1798,1863,73218,27,1,2,0,14,52,3,1,5,28,42,25
2,2348,1581,125749,6,0,3,0,8,78,3,0,4,10,44,42
2,2247,1852,116923,2,0,9,0,4,81,3,0,0,8,29,63
2,2096,1653,104012,5,9,4,0,7,72,3,1,0,15,37,47
2,2109,2068,86854,12,0,8,0,13,57,3,7,4,17,55,25
2,1406,2087,60953,36,2,2,0,13,38,7,1,7,11,59,23
1,2928,2678,198359,2,1,7,0,11,76,3,1,0,10,24,66
2,2259,1273,115826,2,0,0,0,9,86,1,1,1,15,32,51
2,2214,1519,121108,6,1,8,0,11,68,5,1,1,16,31,52
2,2365,1168,127607,1,0,7,0,4,77,10,0,0,8,28,64
2,2332,1438,109686,2,0,6,0,9,76,5,1,1,11,29,59
2,1449,2139,78957,27,1,8,8,5,39,10,1,4,18,38,40
2,1858,1917,84781,11,0,8,0,1,65,3,12,3,29,37,31
2,1658,1503,76075,13,0,9,0,13,59,5,1,2,13,48,36
2,3144,1878,207534,1,0,6,0,7,80,3,2,0,6,19,75
1,2929,1691,203190,1,0,12,0,3,80,3,1,0,10,18,72
1,3241,1841,253210,2,0,12,0,3,79,4,0,2,5,14,79
2,2164,1510,108326,5,4,3,0,22,46,3,18,17,17,29,38
2,1374,1300,61922,26,0,2,0,25,28,14,6,10,9,37,43
2,1405,2299,70365,11,0,2,0,11,59,14,4,3,17,32,47
2,1813,756,75935,14,4,4,0,9,64,1,4,2,12,37,49
1,3004,2448,214764,0,0,2,0,6,88,3,1,0,7,35,59
1,3294,2045,260864,3,0,4,0,1,83,8,0,0,10,15,74
